Journée du 01/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
19:00,74600,72600,72453
19:15,74600,72600,72300
19:30,73400,71300,71693
19:45,73400,71300,70935
20:00,71400,69500,69971
20:15,71400,69500,68962
20:30,69100,67500,67857
20:45,69100,67500,66800
21:00,66800,65400,65534
21:15,66800,65400,64682
21:30,65200,64100,63988
21:45,65200,64100,63255
22:00,63600,62700,62528
22:15,63600,62700,63463
22:30,64500,63800,63210
22:45,64500,63800,64323
23:00,66300,65800,64003
23:15,66300,65800,63716
23:30,65600,65100,63061
23:45,65600,65100,62892
,,,
,,,
Journée du 23/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,60879,62367,62723
00:15,60258,63733,62767
00:30,62200,61000,61776
00:45,62200,61000,60378
01:00,60100,59200,59308
01:15,60100,59200,59621
01:30,60800,59200,59039
01:45,60800,59200,59036
02:00,60300,58900,58467
02:15,60300,58900,58677
02:30,59000,57700,58045
02:45,59000,57700,57676
03:00,57900,56700,56783
03:15,57900,56700,56612
03:30,57000,55800,55999
03:45,57000,55800,55436
04:00,56500,54900,54996
04:15,56500,54900,55115
04:30,56600,54800,54896
04:45,56600,54800,54882
05:00,57300,55700,55029
05:15,57300,55700,56401
05:30,59300,57300,56950
05:45,59300,57300,57752
06:00,61700,59300,58514
06:15,61700,59300,60709
06:30,64500,62800,62225
06:45,64500,62800,63382
07:00,67600,65500,64889
07:15,67600,65500,66608
07:30,69800,68400,68101
07:45,69800,68400,68685
08:00,71600,70200,69708
08:15,71600,70200,70239
08:30,72400,71000,70695
08:45,72400,71000,70797
09:00,73100,71300,70970
09:15,73100,71300,71029
09:30,73600,71500,71243
09:45,73600,71500,71299
10:00,74000,71300,71121
10:15,74000,71300,70787
10:30,73900,70000,70263
10:45,73900,70000,69957
11:00,73800,69800,69774
11:15,73800,69800,69862
11:30,73700,69400,69680
11:45,73700,69400,69467
12:00,74300,69600,69516
12:15,74300,69600,69384
12:30,73800,68500,68791
12:45,73800,68500,69343
13:00,74400,69500,68641
13:15,74400,69500,67927
13:30,72000,67900,68019
13:45,72000,67900,67530
14:00,70900,66500,66749
14:15,70900,66500,66332
14:30,70000,65400,65791
14:45,70000,65400,65388
15:00,68500,64700,64847
15:15,68500,64700,64567
15:30,67500,63600,64023
15:45,67500,63600,63633
16:00,66500,63400,63571
16:15,66500,63400,63550
16:30,66200,63200,63398
16:45,66200,63200,63188
17:00,66700,63500,63351
17:15,66700,63500,64134
17:30,68200,64800,64733
17:45,68200,64800,66127
18:00,71200,67600,67645
18:15,71200,67600,69074
18:30,72600,69700,70307
18:45,72600,69700,71493
19:00,74300,72000,72342
19:15,74300,72000,72126
19:30,73400,71100,71725
19:45,73400,71100,71144
20:00,71500,69200,70416
20:15,71500,69200,69365
20:30,69500,67100,68305
20:45,69500,67100,67316
21:00,68400,66000,66274
21:15,68400,66000,65746
21:30,66800,64400,64958
21:45,66800,64400,64422
22:00,65700,63300,63510
22:15,65700,63300,64348
22:30,66500,64000,64149
22:45,66500,64000,65548
23:00,67900,65400,64933
23:15,67900,65400,64615
23:30,66700,64600,64043
23:45,66700,64600,63734
,,,
,,,
Journée du 24/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,58716,62867,63426
00:15,58117,63733,63596
00:30,61500,62000,62815
00:45,61500,62000,61450
01:00,59500,59900,60110
01:15,59500,59900,60370
01:30,60200,60500,59665
01:45,60200,60500,59663
02:00,59700,60000,59100
02:15,59700,60000,59733
02:30,58400,58500,59212
02:45,58400,58500,58405
03:00,57000,57600,57809
03:15,57000,57600,57751
03:30,56100,56700,57168
03:45,56100,56700,56795
04:00,55200,56400,56565
04:15,55200,56400,56796
04:30,55500,56400,56506
04:45,55500,56400,56547
05:00,56500,57600,56614
05:15,56500,57600,58046
05:30,57900,58800,58674
05:45,57900,58800,59380
06:00,59800,61300,60128
06:15,59800,61300,62150
06:30,63200,64400,63740
06:45,63200,64400,64955
07:00,66300,67100,66387
07:15,66300,67100,67330
07:30,69000,69300,68834
07:45,69000,69300,69573
08:00,70800,70900,70427
08:15,70800,70900,70807
08:30,71700,71200,71035
08:45,71700,71200,71166
09:00,71800,71600,71381
09:15,71800,71600,71337
09:30,71800,71600,71480
09:45,71800,71600,71490
10:00,71200,71000,71213
10:15,71200,71000,70947
10:30,71100,70500,70764
10:45,71100,70500,70528
11:00,70600,70300,70315
11:15,70600,70300,70494
11:30,70400,70100,70451
11:45,70400,70100,70068
12:00,70500,70600,70034
12:15,70500,70600,70267
12:30,70000,70100,70010
12:45,70000,70100,70653
13:00,71100,71200,59431
13:15,71100,71200,59686
13:30,68400,68400,59941
13:45,68400,68400,60196
14:00,67400,67200,60451
14:15,67400,67200,60706
14:30,66000,65700,60961
14:45,66000,65700,61217
15:00,64500,64000,61472
15:15,64500,64000,61727
15:30,63800,63200,61982
15:45,63800,63200,62237
16:00,63200,62400,62492
16:15,63200,62400,62747
16:30,62900,62000,63002
16:45,62900,62000,63257
17:00,62800,62200,63512
17:15,62800,62200,63767
17:30,64100,63700,64022
17:45,64100,63700,64277
18:00,66000,65900,64532
18:15,66000,65900,64787
18:30,67200,67300,65042
18:45,67200,67300,65297
19:00,68400,68800,65552
19:15,68400,68800,65807
19:30,67100,67500,66062
19:45,67100,67500,66317
20:00,65900,66200,66572
20:15,65900,66200,66827
20:30,64400,64700,67082
20:45,64400,64700,67337
21:00,62500,62700,67593
21:15,62500,62700,67848
21:30,61600,61800,68103
21:45,61600,61800,68358
22:00,60500,60600,68613
22:15,60500,60600,68868
22:30,61700,61800,69123
22:45,61700,61800,69378
23:00,63300,63300,69633
23:15,63300,63300,69888
23:30,62500,62500,70143
23:45,62500,62500,70398
,,,
,,,
Journée du 25/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,56424,58633,59176
00:15,55848,60567,58968
00:30,59315,56700,57945
00:45,59315,56700,56433
01:00,57136,54800,55204
01:15,57136,54800,55121
01:30,57261,55300,54352
01:45,57261,55300,54202
02:00,56527,53800,53611
02:15,56527,53800,53748
02:30,54708,52200,52739
02:45,54708,52200,52102
03:00,53221,51000,51136
03:15,53221,51000,50732
03:30,51878,49900,49989
03:45,51878,49900,49607
04:00,51016,49000,49018
04:15,51016,49000,48896
04:30,50447,48100,48343
04:45,50447,48100,48011
05:00,50453,47700,47974
05:15,50453,47700,48772
05:30,51288,48800,48677
05:45,51288,48800,48839
06:00,51464,49500,49074
06:15,51464,49500,50091
06:30,52365,50300,50364
06:45,52365,50300,50733
07:00,53265,51500,51123
07:15,53265,51500,51797
07:30,54213,52600,52501
07:45,54213,52600,52808
08:00,55317,53500,53462
08:15,55317,53500,54008
08:30,56711,54800,54457
08:45,56711,54800,55101
09:00,58049,55700,55568
09:15,58049,55700,56409
09:30,59743,57200,56858
09:45,59743,57200,57644
10:00,60755,58000,57908
10:15,60755,58000,58040
10:30,61337,58200,58257
10:45,61337,58200,58226
11:00,61903,58800,58593
11:15,61903,58800,58919
11:30,62444,59000,59086
11:45,62444,59000,59219
12:00,63923,60800,59807
12:15,63923,60800,60398
12:30,64065,60400,60587
12:45,64065,60400,61421
13:00,65642,61700,61300
13:15,65642,61700,60843
13:30,62942,59400,59809
13:45,62942,59400,59272
14:00,61564,58400,58476
14:15,61564,58400,58267
14:30,60045,57500,57674
14:45,60045,57500,57390
15:00,59444,56800,56857
15:15,59444,56800,56735
15:30,58353,56100,56362
15:45,58353,56100,55956
16:00,57638,55500,55546
16:15,57638,55500,55415
16:30,57649,54800,55316
16:45,57649,54800,55071
17:00,58207,55100,55029
17:15,58207,55100,55385
17:30,59643,56100,55747
17:45,59643,56100,56660
18:00,62015,58200,57632
18:15,62015,58200,58953
18:30,63954,60000,59897
18:45,63954,60000,60622
19:00,65072,61700,61176
19:15,65072,61700,61384
19:30,64542,61200,61341
19:45,64542,61200,61026
20:00,63215,60000,60340
20:15,63215,60000,59670
20:30,61796,58500,58564
20:45,61796,58500,58013
21:00,60256,57300,57366
21:15,60256,57300,56859
21:30,59273,56600,56042
21:45,59273,56600,55590
22:00,58746,55500,55030
22:15,58746,55500,56443
22:30,60035,57500,56398
22:45,60035,57500,57921
23:00,61631,59300,58092
23:15,61631,59300,58140
23:30,61014,59300,57552
23:45,61014,59300,57689
,,,
,,,
Journée du 26/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,55929,57567,57826
00:15,55359,58433,57922
00:30,57000,56700,57220
00:45,57000,56700,56138
01:00,55200,55000,55192
01:15,55200,55000,55527
01:30,55700,55700,55084
01:45,55700,55700,54928
02:00,54700,55300,54479
02:15,54700,55300,54578
02:30,53300,53400,53793
02:45,53300,53400,53136
03:00,52100,52400,52407
03:15,52100,52400,52077
03:30,51100,51300,51424
03:45,51100,51300,51187
04:00,50200,50900,50739
04:15,50200,50900,50779
04:30,49800,50200,50276
04:45,49800,50200,50074
05:00,49600,49700,49945
05:15,49600,49700,50597
05:30,49700,50800,50649
05:45,49700,50800,50855
06:00,50600,51400,50881
06:15,50600,51400,51800
06:30,51000,52200,52034
06:45,51000,52200,52310
07:00,51900,52700,52416
07:15,51900,52700,52963
07:30,52900,53500,53493
07:45,52900,53500,53868
08:00,53400,54400,54329
08:15,53400,54400,54813
08:30,54600,55700,55472
08:45,54600,55700,55873
09:00,56200,56800,56566
09:15,56200,56800,57129
09:30,57800,58000,57738
09:45,57800,58000,58557
10:00,59200,59300,59220
10:15,59200,59300,59882
10:30,60100,60700,60426
10:45,60100,60700,60772
11:00,60800,61500,61169
11:15,60800,61500,61509
11:30,61800,62100,61921
11:45,61800,62100,62610
12:00,62700,64600,63284
12:15,62700,64600,64329
12:30,62000,63900,64246
12:45,62000,63900,64954
13:00,63500,65200,64107
13:15,63500,65200,63519
13:30,59300,62000,62517
13:45,59300,62000,61600
14:00,58000,60600,60703
14:15,58000,60600,60128
14:30,56400,59000,59357
14:45,56400,59000,58708
15:00,55600,58000,58248
15:15,55600,58000,57972
15:30,54700,57200,57592
15:45,54700,57200,57150
16:00,54100,56500,56885
16:15,54100,56500,56755
16:30,54000,56200,56627
16:45,54000,56200,56640
17:00,54600,56600,56921
17:15,54600,56600,57355
17:30,56600,58400,57713
17:45,56600,58400,58595
18:00,59600,61100,59521
18:15,59600,61100,61044
18:30,61800,63100,62080
18:45,61800,63100,63089
19:00,63700,64800,63784
19:15,63700,64800,64150
19:30,63600,64600,64085
19:45,63600,64600,63561
20:00,62400,63200,63174
20:15,62400,63200,62321
20:30,60800,61500,61389
20:45,60800,61500,60812
21:00,59900,60500,60070
21:15,59900,60500,59790
21:30,58800,59200,59012
21:45,58800,59200,58338
22:00,57900,58200,57667
22:15,57900,58200,58458
22:30,58900,59000,58142
22:45,58900,59000,59602
23:00,60300,60300,59218
23:15,60300,60300,59032
23:30,59000,58800,58361
23:45,59000,58800,58107
,,,
,,,
Journée du 27/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,57810,56667,57853
00:15,57220,57733,57655
00:30,56500,55600,56509
00:45,56500,55600,55229
01:00,54300,54000,54254
01:15,54300,54000,54391
01:30,54700,54600,53780
01:45,54700,54600,53671
02:00,54200,53900,52973
02:15,54200,53900,53268
02:30,52700,52000,52474
02:45,52700,52000,51830
03:00,51100,50900,50934
03:15,51100,50900,50815
03:30,50000,50000,50187
03:45,50000,50000,49823
04:00,49200,49300,49279
04:15,49200,49300,49396
04:30,48800,48900,49091
04:45,48800,48900,49179
05:00,50000,50200,49471
05:15,50000,50200,50882
05:30,52100,51500,51340
05:45,52100,51500,52016
06:00,54200,53500,52881
06:15,54200,53500,54883
06:30,57500,56900,56228
06:45,57500,56900,57459
07:00,60900,59700,58840
07:15,60900,59700,60214
07:30,64000,62000,61576
07:45,64000,62000,62506
08:00,66000,63500,63191
08:15,66000,63500,63661
08:30,66800,64400,64142
08:45,66800,64400,64427
09:00,67700,65000,64925
09:15,67700,65000,65135
09:30,68400,65600,65476
09:45,68400,65600,65631
10:00,68500,66300,65744
10:15,68500,66300,65953
10:30,68500,65900,66064
10:45,68500,65900,65918
11:00,68200,65800,65852
11:15,68200,65800,65725
11:30,68300,66000,65804
11:45,68300,66000,66159
12:00,69200,67000,66550
12:15,69200,67000,66780
12:30,68500,66000,66268
12:45,68500,66000,66688
13:00,69700,67000,65757
13:15,69700,67000,65363
13:30,67300,64100,64595
13:45,67300,64100,64022
14:00,66300,63500,63288
14:15,66300,63500,63060
14:30,65300,62000,62235
14:45,65300,62000,61629
15:00,64100,61200,61197
15:15,64100,61200,61082
15:30,63500,60200,60774
15:45,63500,60200,60657
16:00,63200,60000,60268
16:15,63200,60000,59920
16:30,62800,59700,59857
16:45,62800,59700,59798
17:00,63100,60100,60129
17:15,63100,60100,60471
17:30,64200,61300,60961
17:45,64200,61300,61671
18:00,66100,63300,63042
18:15,66100,63300,64260
18:30,68300,65600,65619
18:45,68300,65600,66716
19:00,70000,67400,67679
19:15,70000,67400,67789
19:30,69300,66900,67332
19:45,69300,66900,66460
20:00,67200,64900,65592
20:15,67200,64900,64709
20:30,64900,62800,63428
20:45,64900,62800,62397
21:00,63000,61100,61216
21:15,63000,61100,61042
21:30,61700,59900,60316
21:45,61700,59900,59568
22:00,60700,59100,58970
22:15,60700,59100,59687
22:30,61600,60100,59290
22:45,61600,60100,60718
23:00,63300,62000,60389
23:15,63300,62000,60343
23:30,62300,61200,59674
23:45,62300,61200,59410
,,,
,,,
Journée du 28/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,57612,58533,59145
00:15,57024,59867,58953
00:30,58400,57200,58005
00:45,58400,57200,56628
01:00,56300,55500,55646
01:15,56300,55500,55776
01:30,56900,55400,55150
01:45,56900,55400,55192
02:00,56200,55300,54621
02:15,56200,55300,55143
02:30,54700,54200,54537
02:45,54700,54200,53913
03:00,53400,53200,53196
03:15,53400,53200,53029
03:30,52400,52200,52435
03:45,52400,52200,51986
04:00,51800,51800,51707
04:15,51800,51800,51804
04:30,51700,51600,51608
04:45,51700,51600,51624
05:00,53100,52700,51892
05:15,53100,52700,53286
05:30,54600,54200,53750
05:45,54600,54200,54521
06:00,57000,56400,55291
06:15,57000,56400,57643
06:30,60400,60000,59231
06:45,60400,60000,60674
07:00,63300,63000,62157
07:15,63300,63000,63894
07:30,66000,65500,65228
07:45,66000,65500,66014
08:00,67400,67100,66731
08:15,67400,67100,67287
08:30,68000,67800,67540
08:45,68000,67800,67812
09:00,68200,67700,67899
09:15,68200,67700,67859
09:30,68400,68000,68056
09:45,68400,68000,67897
10:00,68500,68200,67890
10:15,68500,68200,68016
10:30,68400,67500,67633
10:45,68400,67500,67421
11:00,68400,67500,67261
11:15,68400,67500,67495
11:30,68100,67000,67033
11:45,68100,67000,67090
12:00,68500,68000,67602
12:15,68500,68000,67843
12:30,67900,67600,67574
12:45,67900,67600,68285
13:00,68600,68400,67948
13:15,68600,68400,67617
13:30,66300,66400,66601
13:45,66300,66400,66285
14:00,65500,65800,66021
14:15,65500,65800,65478
14:30,64800,64500,64686
14:45,64800,64500,64209
15:00,64000,63600,63858
15:15,64000,63600,63674
15:30,63400,63000,63252
15:45,63400,63000,62704
16:00,62900,62400,62353
16:15,62900,62400,62349
16:30,62800,62200,62309
16:45,62800,62200,62208
17:00,62900,62500,62273
17:15,62900,62500,62621
17:30,63800,63600,63279
17:45,63800,63600,64080
18:00,65700,65800,65131
18:15,65700,65800,66425
18:30,68000,68300,67662
18:45,68000,68300,68746
19:00,69300,69800,69531
19:15,69300,69800,69605
19:30,68400,69000,69089
19:45,68400,69000,68357
20:00,66200,66800,67417
20:15,66200,66800,66490
20:30,64000,64700,65497
20:45,64000,64700,64535
21:00,62000,62700,63510
21:15,62000,62700,62847
21:30,60200,61000,61946
21:45,60200,61000,61284
22:00,58700,59500,60292
22:15,58700,59500,61377
22:30,59600,61000,61193
22:45,59600,61000,62502
23:00,61800,62000,62082
23:15,61800,62000,62045
23:30,60800,61000,61412
23:45,60800,61000,61088
,,,
,,,
Journée du 29/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,58800,59733,60765
00:15,58200,60367,60669
00:30,58200,59100,59813
00:45,58200,59100,58397
01:00,56000,57000,57288
01:15,56000,57000,57331
01:30,56800,57500,56714
01:45,56800,57500,56624
02:00,56100,56400,56051
02:15,56100,56400,56311
02:30,54900,55500,55622
02:45,54900,55500,55340
03:00,53900,54300,54522
03:15,53900,54300,54331
03:30,53000,53500,53581
03:45,53000,53500,53170
04:00,52100,52600,52780
04:15,52100,52600,53092
04:30,52300,52900,53012
04:45,52300,52900,52906
05:00,53200,53600,53131
05:15,53200,53600,54354
05:30,54700,55400,54935
05:45,54700,55400,55644
06:00,57000,57800,56499
06:15,57000,57800,58507
06:30,60100,60200,59886
06:45,60100,60200,60962
07:00,62600,63100,62469
07:15,62600,63100,63588
07:30,64600,65200,64855
07:45,64600,65200,65687
08:00,66400,67100,66535
08:15,66400,67100,67332
08:30,67700,67900,67848
08:45,67700,67900,68045
09:00,68100,67800,68299
09:15,68100,67800,68106
09:30,68800,68000,68073
09:45,68800,68000,68017
10:00,69000,67700,67804
10:15,69000,67700,67715
10:30,68500,67600,67534
10:45,68500,67600,67489
11:00,68300,67900,67602
11:15,68300,67900,67781
11:30,68200,67600,67702
11:45,68200,67600,67880
12:00,69000,69000,68249
12:15,69000,69000,68589
12:30,68500,68300,68377
12:45,68500,68300,68934
13:00,69400,69100,68321
13:15,69400,69100,67755
13:30,66900,66300,66745
13:45,66900,66300,66286
14:00,65900,65800,65571
14:15,65900,65800,65630
14:30,64600,64700,64895
14:45,64600,64700,64388
15:00,64200,64100,64089
15:15,64200,64100,63952
15:30,63000,63100,63409
15:45,63000,63100,62972
16:00,62500,62500,62698
16:15,62500,62500,62637
16:30,62500,62300,62397
16:45,62500,62300,62325
17:00,62600,62700,62337
17:15,62600,62700,62629
17:30,64000,63800,63457
17:45,64000,63800,64400
18:00,66100,65900,65389
18:15,66100,65900,66652
18:30,68500,68700,68118
18:45,68500,68700,69223
19:00,69800,70300,70093
19:15,69800,70300,69998
19:30,68700,68700,69388
19:45,68700,68700,68482
20:00,66800,66800,67541
20:15,66800,66800,66480
20:30,65100,65100,65441
20:45,65100,65100,64447
21:00,62600,62600,63371
21:15,62600,62600,62714
21:30,61600,61600,61818
21:45,61600,61600,61145
22:00,61100,61100,60267
22:15,61100,61100,61138
22:30,62000,62000,60943
22:45,62000,62000,62181
23:00,63100,63100,61899
23:15,63100,63100,61616
23:30,62000,62000,60861
23:45,62000,62000,60686
,,,
,,,
Journée du 30/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,59889,59800,60511
00:15,59278,60900,60304
00:30,59400,58700,59452
00:45,59400,58700,58054
01:00,57400,56600,56955
01:15,57400,56600,57078
01:30,57700,56600,56355
01:45,57700,56600,56345
02:00,57400,56300,55777
02:15,57400,56300,56126
02:30,56200,55200,55400
02:45,56200,55200,55005
03:00,55100,53900,54205
03:15,55100,53900,54102
03:30,54200,53300,53480
03:45,54200,53300,53008
04:00,53600,52600,52751
04:15,53600,52600,52862
04:30,53500,52800,52683
04:45,53500,52800,52875
05:00,54100,54100,52850
05:15,54100,54100,54330
05:30,55400,55000,54821
05:45,55400,55000,55442
06:00,57300,57700,56311
06:15,57300,57700,58288
06:30,60700,60400,59743
06:45,60700,60400,61018
07:00,64100,63000,62266
07:15,64100,63000,63949
07:30,66300,65800,65355
07:45,66300,65800,66100
08:00,68000,66900,66762
08:15,68000,66900,67100
08:30,68600,67500,67459
08:45,68600,67500,67772
09:00,68900,68000,68069
09:15,68900,68000,68171
09:30,69000,68500,68268
09:45,69000,68500,68470
10:00,68800,68000,68312
10:15,68800,68000,67978
10:30,68200,67500,67620
10:45,68200,67500,67390
11:00,68100,67300,67456
11:15,68100,67300,67617
11:30,68100,67900,67692
11:45,68100,67900,68162
12:00,68600,68700,68321
12:15,68600,68700,68343
12:30,68000,67700,67863
12:45,68000,67700,68438
13:00,69300,68700,67986
13:15,69300,68700,67628
13:30,67800,66900,67138
13:45,67800,66900,66729
14:00,66700,66500,66230
14:15,66700,66500,66112
14:30,66000,64800,65129
14:45,66000,64800,64589
15:00,64900,64100,64252
15:15,64900,64100,64078
15:30,64200,63300,63609
15:45,64200,63300,63229
16:00,63900,62700,62663
16:15,63900,62700,62544
16:30,63500,62400,62386
16:45,63500,62400,62350
17:00,63700,62500,62296
17:15,63700,62500,62638
17:30,64900,63400,63265
17:45,64900,63400,63984
18:00,67300,66200,65343
18:15,67300,66200,66733
18:30,69600,69200,68177
18:45,69600,69200,69384
19:00,71000,70200,70156
19:15,71000,70200,70123
19:30,70000,69200,69854
19:45,70000,69200,69105
20:00,68300,67600,68260
20:15,68300,67600,67348
20:30,66400,65700,66388
20:45,66400,65700,65423
21:00,64300,64000,64359
21:15,64300,64000,63722
21:30,63100,62700,63016
21:45,63100,62700,62471
22:00,61800,61300,61744
22:15,61800,61300,62653
22:30,63600,62700,62500
22:45,63600,62700,64005
23:00,65200,63800,63687
23:15,65200,63800,63346
23:30,64500,63100,62853
23:45,64500,63100,62740
,,,
,,,
Journée du 31/01/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,61176,61833,62627
00:15,60552,62467,62558
00:30,60500,61200,61834
00:45,60500,61200,60467
01:00,58400,59400,59558
01:15,58400,59400,59755
01:30,59100,60000,59293
01:45,59100,60000,59202
02:00,58500,59800,58792
02:15,58500,59800,59404
02:30,57200,58300,58695
02:45,57200,58300,58228
03:00,56400,57300,57444
03:15,56400,57300,57347
03:30,55700,56700,56836
03:45,55700,56700,56633
04:00,55500,56200,56388
04:15,55500,56200,56673
04:30,55600,56300,56558
04:45,55600,56300,56609
05:00,56900,57100,56873
05:15,56900,57100,58288
05:30,58200,59100,58633
05:45,58200,59100,59520
06:00,60900,61800,60249
06:15,60900,61800,62337
06:30,64100,64500,63733
06:45,64100,64500,65031
07:00,66900,67400,66351
07:15,66900,67400,68064
07:30,69200,69900,69388
07:45,69200,69900,70425
08:00,70900,71600,71336
08:15,70900,71600,71679
08:30,71200,72300,72026
08:45,71200,72300,72358
09:00,71700,72500,72557
09:15,71700,72500,72613
09:30,71700,72700,72670
09:45,71700,72700,72427
10:00,71300,72000,72268
10:15,71300,72000,72141
10:30,70900,72000,72013
10:45,70900,72000,71885
11:00,70900,72000,71757
11:15,70900,72000,71629
11:30,70900,72000,71501
11:45,70900,72000,71374
12:00,71500,71200,71246
12:15,71500,71200,71118
12:30,70900,71000,70990
12:45,70900,71000,70811
13:00,71700,70900,70354
13:15,71700,70900,69891
13:30,69300,68400,68886
13:45,69300,68400,68089
14:00,67900,67700,67733
14:15,67900,67700,67514
14:30,66800,66400,66934
14:45,66800,66400,66415
15:00,65400,66100,66108
15:15,65400,66100,65902
15:30,64700,65100,65373
15:45,64700,65100,65057
16:00,63900,64400,64471
16:15,63900,64400,64388
16:30,63700,64000,64262
16:45,63700,64000,64183
17:00,64000,64600,64193
17:15,64000,64600,64793
17:30,65500,65600,65230
17:45,65500,65600,66156
18:00,68000,68200,67293
18:15,68000,68200,68226
18:30,69900,70100,69213
18:45,69900,70100,70271
19:00,71100,71400,70826
19:15,71100,71400,70751
19:30,70500,70800,70427
19:45,70500,70800,69797
20:00,69100,69300,69145
20:15,69100,69300,68462
20:30,67400,67600,67425
20:45,67400,67600,66744
21:00,65600,65800,65879
21:15,65600,65800,65270
21:30,64400,64500,64527
21:45,64400,64500,63892
22:00,63500,63600,63159
22:15,63500,63600,64092
22:30,65500,65500,64108
22:45,65500,65500,65569
23:00,66200,66200,65473
23:15,66200,66200,65280
23:30,64900,64900,64533
23:45,64900,64900,64239
,,,
,,,
Journée du 01/02/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,62282,63100,63945
00:15,61647,64000,63938
00:30,61800,62200,62990
00:45,61800,62200,61598
01:00,60200,60300,60609
01:15,60200,60300,60649
01:30,61000,61000,59847
01:45,61000,61000,59757
02:00,59800,60000,59144
02:15,59800,60000,59341
02:30,58500,58100,58571
02:45,58500,58100,57859
03:00,57600,56900,57190
03:15,57600,56900,56837
03:30,56800,56100,56411
03:45,56800,56100,56037
04:00,56200,55700,55720
04:15,56200,55700,55557
04:30,55600,55100,55306
04:45,55600,55100,55109
05:00,55500,54800,55005
05:15,55500,54800,55725
05:30,56700,55900,55887
05:45,56700,55900,56187
06:00,57500,56700,56357
06:15,57500,56700,57321
06:30,58400,57900,57653
06:45,58400,57900,58220
07:00,59700,59000,58627
07:15,59700,59000,59502
07:30,60900,60300,60212
07:45,60900,60300,60573
08:00,61800,61500,61182
08:15,61800,61500,61808
08:30,63200,62300,62555
08:45,63200,62300,63336
09:00,64200,64200,63940
09:15,64200,64200,64783
09:30,65800,65600,65314
09:45,65800,65600,66062
10:00,66700,66900,66554
10:15,66700,66900,66892
10:30,66700,67200,67134
10:45,66700,67200,67230
11:00,67100,67400,67072
11:15,67100,67400,67350
11:30,67100,67300,67192
11:45,67100,67300,67275
12:00,68700,68000,67433
12:15,68700,68000,64233
12:30,68000,67400,64301
12:45,68000,67400,64369
13:00,68900,68300,64437
13:15,68900,68300,64506
13:30,66100,65600,64574
13:45,66100,65600,64642
14:00,64500,64000,64710
14:15,64500,64000,64778
14:30,63100,62700,64846
14:45,63100,62700,64914
15:00,61900,61600,64982
15:15,61900,61600,65050
15:30,60600,60400,65118
15:45,60600,60400,65186
16:00,59500,59300,65254
16:15,59500,59300,65323
16:30,58900,58800,65391
16:45,58900,58800,65459
17:00,59300,59300,65527
17:15,59300,59300,65595
17:30,60500,60600,65663
17:45,60500,60600,65731
18:00,62700,62800,65799
18:15,62700,62800,65867
18:30,64700,64900,65935
18:45,64700,64900,66003
19:00,66500,66800,66071
19:15,66500,66800,66139
19:30,66200,66500,66208
19:45,66200,66500,66276
20:00,65300,65500,66344
20:15,65300,65500,66412
20:30,63700,63900,66480
20:45,63700,63900,66548
21:00,62900,63000,66616
21:15,62900,63000,66684
21:30,61600,61700,66752
21:45,61600,61700,66820
22:00,60900,60900,66888
22:15,60900,60900,66956
22:30,63400,63400,67025
22:45,63400,63400,67093
23:00,65200,65100,67161
23:15,65200,65100,67229
23:30,64600,64500,67297
23:45,64600,64500,67365
,,,
,,,
Journée du 02/02/2025,,,
Heures,PrévisionJ-1,PrévisionJ,Consommation
00:00,62166,63300,64165
00:15,61531,63900,64222
00:30,62918,62700,63329
00:45,62918,62700,62192
01:00,61274,60900,61276
01:15,61274,60900,61547
01:30,61756,61800,61050
01:45,61756,61800,61127
02:00,61018,61300,60605
02:15,61018,61300,60881
02:30,59420,59800,60198
02:45,59420,59800,59667
03:00,58213,58800,58893
03:15,58213,58800,58684
03:30,57327,57800,58084
03:45,57327,57800,57610
04:00,56773,57000,57173
04:15,56773,57000,57116
04:30,56225,56700,56849
04:45,56225,56700,56785
05:00,55796,56500,56746
05:15,55796,56500,57391
05:30,56470,57300,57440
05:45,56470,57300,57478
06:00,57473,57800,57512
06:15,57473,57800,58181
06:30,57978,58600,58503
06:45,57978,58600,58769
07:00,58587,59500,59225
07:15,58587,59500,59855
07:30,59351,60300,60193
07:45,59351,60300,60535
08:00,59961,61300,60943
08:15,59961,61300,61509
08:30,60868,62400,62226
08:45,60868,62400,62912
09:00,62325,63800,63555
09:15,62325,63800,64272
09:30,63618,65500,65151
09:45,63618,65500,65748
10:00,64732,66000,66055
10:15,64732,66000,66351
10:30,65136,66700,66708
10:45,65136,66700,66838
11:00,65553,66800,66749
11:15,65553,66800,67002
11:30,65680,67200,67058
11:45,65680,67200,67203
12:00,67230,68200,67383
12:15,67230,68200,67932
12:30,66024,67200,67494
